index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,integer_alignment_correlation,fractional_delay_samples,fitted_cfo_hz,global_gain,phr_gain,payload_gain,frame_suppression_db,clipped_component_count,fcs_pass,message
27,1,57657576,57657576,133042,0.995162197992725,0.950603414868882,0.37,-180.03288479324,-3099.51893874093-97.3283248918363i,0.339221407249917+0.0414913299198356i,0.837327166803525+0.109880932822974i,5.46628779924257,0,1,
28,1,59869062,59869062,133042,0.993801783358706,0.928882019702782,0.46,-99.9013543728566,-770.83974914695-3000.72451953931i,0.338778105345995+0.0134080053654008i,0.83770857138272+0.0833969925554481i,5.41464472402773,0,1,
29,1,62080323,62080323,133042,0.994905426199426,0.981248301496584,0.21,-124.909169459463,2643.50606940142+1598.2411083024i,0.34178977467579+0.0200152882519296i,0.843172423631469+0.0607573656789794i,5.37879527599912,0,1,
30,1,64307299,64307299,133042,0.994468469489277,0.920075851837095,-0.48,-198.889326336275,1472.76474727687-2735.11143243403i,0.338405713701014+0.0360990126530049i,0.828478065139612+0.15458977639753i,5.46968383263017,0,1,
31,1,66504405,66504405,133042,0.995615754902505,0.994974994509304,0.0399999999999999,-165.70412089901,2327.29864689584-2013.77763301204i,0.339903559539741+0.0152778053426931i,0.837979074932214+0.0989737710205748i,5.4565795299365,0,1,
32,1,68716569,68716569,133042,0.995137877647823,0.966832776241683,0.3,-175.659144794661,-3055.33083102523-516.03638919952i,0.34106753542157+0.0215904508856425i,0.832248724856161+0.142872200697897i,5.38379759233208,0,1,
33,1,70929744,70929744,133042,0.994829762416233,0.91645367002856,0.49,-100.883646000555,-2576.70589495479+1736.84590272895i,0.339713039259846+0.0244745486178308i,0.839702423797489+0.0759862174726779i,5.38967386044111,0,1,
34,1,73139777,73139777,133042,0.995292780612986,0.991409351018524,0.11,-178.128551103084,-2351.96842573436-1991.73767584636i,0.341251448180651+0.0272409149790486i,0.834742172608804+0.135495795857315i,5.39258203909856,0,1,
35,1,75352509,75352509,133042,0.994244125672796,0.970456489428472,0.27,-119.6175850294,354.486225482044-3074.49057741544i,0.340746585282384+0.013471599280815i,0.841553189960439+0.0496826038749671i,5.43947484296167,0,1,
36,1,77574232,77574232,133042,0.995176182348109,0.963804181724754,0.31,-124.287982367979,2950.33607851324+947.84054221587i,0.340319749207221+0.030304166961344i,0.840836018096779+0.0743210459590137i,5.38260610941531,0,1,
37,1,79776437,79776437,133042,0.994653073160955,0.977682624145148,0.24,-266.088575671632,1579.64023116772+2657.32995821536i,0.337057725662743+0.059295232980061i,0.83473191903217+0.134139442954251i,5.57855732707104,0,1,
38,1,81987084,81987084,133042,0.994911080138067,0.934082289083945,-0.43,-185.007533456578,406.908924436402+3081.19929061668i,0.339203350151253+0.0248856706527309i,0.835989983995945+0.105163991199306i,5.47333266981959,0,1,
39,1,84199756,84199756,133042,0.994127429719996,0.933197465842157,0.43,-105.017523426706,-1213.99137153116-2859.43216291429i,0.338974324504512+0.0351044719357336i,0.84056579233413+0.0649320088540169i,5.34103697098305,0,1,
40,1,86419076,86419076,133042,0.994965535359947,0.949826162059086,-0.37,-204.838271958846,-2650.91940833127+1617.40943421245i,0.340171032332844+0.0216550592617799i,0.829472686035903+0.148880328070505i,5.49315538631496,0,1,
41,1,88623614,88623614,133042,0.994967951630862,0.942771787816106,-0.4,-64.4831910528861,-2193.94438973922-2198.10727332816i,0.340023915714263-0.0106840545960364i,0.840419852481263+0.0339877875031157i,5.35067376368931,0,1,
42,1,90835082,90835082,133042,0.995194529591301,0.925376798339172,-0.46,-167.653838366152,2576.28754834968+1739.97967953989i,0.339436991944681+0.00903393285718092i,0.839394294413437+0.0684224542526715i,5.37400950045557,0,1,
43,1,93047684,93047684,133042,0.995386286561798,0.963792393140782,-0.32,-232.802599762658,-2865.36093669995-1188.72855716549i,0.338949107195193+0.0344435699395178i,0.824058117035473+0.178227373290665i,5.38623477668362,0,1,
44,1,95258898,95258898,133042,0.994366132444591,0.993198054337329,-0.0599999999999999,-156.985337940151,-2258.06344383299-2089.24973234389i,0.339730269595508+0.00691283333282348i,0.840466954941989+0.0559302727198839i,5.40463816115073,0,1,
45,1,97470566,97470566,133042,0.995167846934362,0.995154139548251,0,-129.443935003396,-302.50638431573-3063.97784078043i,0.340672465330306+0.0222034727368668i,0.840928693848585+0.0549118543512401i,5.44196715324902,0,1,
46,1,99692856,99692856,133042,0.994815186903057,0.934809550874972,0.43,-209.522293001823,2816.66668390783+1312.30494792114i,0.339821740842059+0.0143694041781721i,0.835980661103959+0.105611169187761i,5.54798434071727,0,1,
47,1,101894914,101894914,133042,0.994535996206121,0.94195837631423,-0.4,-146.700922134295,-69.8430064718425+3103.76366809708i,0.33897554214431+0.0301966656944835i,0.836353564233907+0.102375083946933i,5.45835460856552,0,1,
48,1,104105761,104105761,133042,0.995404712927069,0.989030857273528,-0.14,-74.4630154166996,3054.72418097504-424.901430568333i,0.341642892153008+0.00658416694983534i,0.841627463304888+0.0660029435913636i,5.34206230237867,0,1,
49,1,106317974,106317974,133042,0.994000569239999,0.947668709028908,-0.39,-103.157789937622,-2916.55979331614+1053.62470640658i,0.339153363849906+0.00925397469908902i,0.838363710416879+0.0598025723956349i,5.41119288755035,0,1,
50,1,108538042,108538042,133042,0.995123284478512,0.942784249688308,0.4,-74.8615876559204,-2802.29339006553-1336.77769097943i,0.340883027913739+0.0225033607626499i,0.83974594263034+0.0850390295041107i,5.31830683063115,0,1,
51,1,110741139,110741139,133042,0.995479060527003,0.982393903172144,0.21,-190.281199310614,2281.45511256687+2085.89752998652i,0.340439941317439+0.024373338502602i,0.832165061506744+0.150195617971676i,5.46367126868664,0,1,
52,1,112953546,112953546,133042,0.995299640699109,0.992671340446866,0.0999999999999999,-219.246227232294,-1723.39093155591+2558.00023031861i,0.341895301485877+0.0126989998533743i,0.842524864533453+0.0653391854826279i,5.46078383234958,0,1,
53,1,115167099,115167099,133042,0.99526825663775,0.973008365467174,0.27,-297.436119576998,-2630.62484992926+1638.29636376097i,0.341345965792746+0.0188262100695785i,0.832472882187997+0.142165436321545i,5.49468771575065,0,1,
54,1,117377362,117377362,133042,0.995475226954789,0.992524370572526,0.0999999999999999,-232.849421845826,1884.01549755478-2437.98809558526i,0.341538448131592+0.0173622163070434i,0.838149437667308+0.111516109226355i,5.4468744752075,0,1,
55,1,119588216,119588216,133042,0.995850380471779,0.988591884233741,-0.15,-253.969162896949,3076.31650241117-215.143747642267i,0.339138588872165+0.0259615488000141i,0.836397361908225+0.105292715084294i,5.51065619316495,0,1,
56,1,121812001,121812001,133042,0.995252767760774,0.960793109022432,-0.33,-80.2848117926367,-1109.77778840981-2898.20357800056i,0.339748799136746-0.012699762917865i,0.840035340276436+0.0669063129822028i,5.34686544089924,0,1,
57,1,124012303,124012303,133042,0.995326036059835,0.972427664580875,0.27,-187.903388049429,-2024.45848817733-2345.03887203817i,0.339890232452169+0.0313583367160907i,0.831785953553359+0.147919805987636i,5.42117524148498,0,1,
58,1,126224190,126224190,133042,0.995101690935298,0.942722935450286,0.4,-130.523255705836,1208.31561046064+2864.10815819161i,0.33910098085861+0.0312081090402548i,0.834211083389569+0.117627528238153i,5.34651412314427,0,1,
59,1,128437419,128437419,133042,0.99547601561631,0.977622393492758,-0.24,-143.174515649439,826.447464988692-2982.48674101748i,0.337181352920773+0.0437030313515439i,0.838116450185245+0.0941351332385393i,5.45016736879766,0,1,
