index,time_start_ms,time_end_ms,sfd,sfd_corr,psdu,fcs,recovered
337,607.463859,607.648675,"IEEE 802.15.4z SFD #2",0.8509,14,1,1
338,607.735128,607.919944,"IEEE 802.15.4z SFD #2",0.8509,14,1,1
339,608.277661,608.462477,"IEEE 802.15.4z SFD #2",0.8509,14,1,1
340,612.346672,612.531487,"IEEE 802.15.4z SFD #2",0.8557,14,1,1
341,612.617940,612.802757,"IEEE 802.15.4z SFD #2",0.8481,14,1,1
342,612.889208,613.074023,"IEEE 802.15.4z SFD #2",0.8557,14,1,1
343,613.160474,613.345289,"IEEE 802.15.4z SFD #2",0.8557,14,1,1
344,618.339077,618.525083,"IEEE 802.15.4z SFD #2",0.8513,14,1,0
345,622.217373,622.402189,"IEEE 802.15.4z SFD #2",0.8474,14,1,1
346,622.488639,622.673455,"IEEE 802.15.4z SFD #2",0.8473,14,1,1
347,622.759908,622.943674,"IEEE 802.15.4z SFD #2",0.6833,13,0,1
348,623.031175,623.215991,"IEEE 802.15.4z SFD #2",0.8474,14,1,1
349,623.302443,623.487259,"IEEE 802.15.4z SFD #2",0.8473,14,1,1
350,627.371452,627.556268,"IEEE 802.15.4z SFD #2",0.8465,14,1,1
351,627.642721,627.827538,"IEEE 802.15.4z SFD #2",0.8319,14,1,1
352,627.913987,628.098801,"IEEE 802.15.4z SFD #2",0.5588,14,0,1
353,628.185254,628.370070,"IEEE 802.15.4z SFD #2",0.8465,14,1,1
354,632.254266,632.439083,"IEEE 802.15.4z SFD #2",0.8499,14,1,1
355,632.525532,632.710347,"IEEE 802.15.4z SFD #2",0.8689,14,1,1
356,632.796799,632.981615,"IEEE 802.15.4z SFD #2",0.8557,14,1,1
357,633.068068,633.252885,"IEEE 802.15.4z SFD #2",0.8499,14,1,1
358,633.339335,633.524151,"IEEE 802.15.4z SFD #2",0.8689,14,1,1
359,637.408344,637.593160,"IEEE 802.15.4z SFD #2",0.8694,14,1,1
360,637.679612,637.864427,"IEEE 802.15.4z SFD #2",0.8671,14,1,1
361,637.950880,638.135697,"IEEE 802.15.4z SFD #2",0.8553,14,1,1
362,638.222146,638.406962,"IEEE 802.15.4z SFD #2",0.8694,14,1,1
363,642.562425,642.747243,"IEEE 802.15.4z SFD #2",0.8328,14,1,1
364,647.445238,647.630058,"IEEE 802.15.4z SFD #2",0.5617,14,0,1
365,647.716505,647.901318,"IEEE 802.15.4z SFD #2",0.5864,14,0,1
366,648.259040,648.443860,"IEEE 802.15.4z SFD #2",0.5617,14,0,1
367,653.233957,653.420991,"IEEE 802.15.4z SFD #2",0.6159,15,0,0
368,657.384547,657.569363,"IEEE 802.15.4z SFD #2",0.8642,14,1,1
369,657.655816,657.840632,"IEEE 802.15.4z SFD #2",0.8642,14,1,1
370,657.927083,658.111899,"IEEE 802.15.4z SFD #2",0.8642,14,1,1
371,658.198349,658.383165,"IEEE 802.15.4z SFD #2",0.8642,14,1,1
372,663.339686,663.513386,"IEEE 802.15.4z SFD #2",0.6293,2,0,0
373,667.205676,667.390492,"IEEE 802.15.4z SFD #2",0.7980,14,0,1
374,667.476944,667.661759,"IEEE 802.15.4z SFD #2",0.7977,14,0,1
375,667.748211,667.933028,"IEEE 802.15.4z SFD #2",0.8092,14,0,1
376,668.019478,668.204294,"IEEE 802.15.4z SFD #2",0.7980,14,0,1
377,668.290746,668.475562,"IEEE 802.15.4z SFD #2",0.7977,14,0,1
378,672.359756,672.544573,"IEEE 802.15.4z SFD #2",0.8660,14,1,1
379,672.902289,673.087105,"IEEE 802.15.4z SFD #2",0.8684,14,1,1
380,673.173558,673.358375,"IEEE 802.15.4z SFD #2",0.8660,14,1,1
381,677.242569,677.427386,"IEEE 802.15.4z SFD #2",0.8514,14,1,1
382,677.513836,677.698652,"IEEE 802.15.4z SFD #2",0.8670,14,1,1
383,677.785102,677.969918,"IEEE 802.15.4z SFD #2",0.8670,14,1,1
384,678.056371,678.241188,"IEEE 802.15.4z SFD #2",0.8514,14,1,1
385,678.327637,678.512453,"IEEE 802.15.4z SFD #2",0.8670,14,1,1
386,682.396648,682.581462,"IEEE 802.15.4z SFD #2",0.5828,14,0,1
387,682.667916,682.852733,"IEEE 802.15.4z SFD #2",0.8501,14,1,1
388,682.939182,683.123998,"IEEE 802.15.4z SFD #2",0.8522,14,1,1
389,683.210451,683.395264,"IEEE 802.15.4z SFD #2",0.5828,14,0,1
390,688.261864,688.447875,"IEEE 802.15.4z SFD #2",0.5141,14,0,0
391,692.411431,692.596247,"IEEE 802.15.4z SFD #2",0.8664,14,1,1
392,692.682700,692.867516,"IEEE 802.15.4z SFD #2",0.8664,14,1,1
393,693.225233,693.410049,"IEEE 802.15.4z SFD #2",0.8664,14,1,1
394,697.294245,697.479061,"IEEE 802.15.4z SFD #2",0.8707,14,1,1
395,697.565511,697.750327,"IEEE 802.15.4z SFD #2",0.8707,14,1,1
396,697.836780,698.021597,"IEEE 802.15.4z SFD #2",0.8515,14,1,1
397,698.108047,698.292863,"IEEE 802.15.4z SFD #2",0.8707,14,1,1
398,702.448325,702.633142,"IEEE 802.15.4z SFD #2",0.8375,14,1,1
399,702.719592,702.904408,"IEEE 802.15.4z SFD #2",0.8436,14,1,1
400,703.262127,703.446944,"IEEE 802.15.4z SFD #2",0.8375,14,1,1
401,708.239252,708.425259,"IEEE 802.15.4z SFD #2",0.8294,14,1,0
402,712.388816,712.573631,"IEEE 802.15.4z SFD #2",0.8650,14,1,1
403,712.660084,712.844902,"IEEE 802.15.4z SFD #2",0.8613,14,1,1
404,712.931350,713.116166,"IEEE 802.15.4z SFD #2",0.8663,14,1,1
405,713.202618,713.387434,"IEEE 802.15.4z SFD #2",0.8650,14,1,1
406,717.271628,717.456444,"IEEE 802.15.4z SFD #2",0.8516,14,1,1
407,717.542897,717.727714,"IEEE 802.15.4z SFD #2",0.8414,14,1,1
408,717.814164,717.998980,"IEEE 802.15.4z SFD #2",0.8517,14,1,1
409,718.085430,718.270246,"IEEE 802.15.4z SFD #2",0.8516,14,1,1
410,718.356699,718.541516,"IEEE 802.15.4z SFD #2",0.8414,14,1,1
411,723.298410,723.484417,"IEEE 802.15.4z SFD #2",0.8523,14,1,0
412,727.447975,727.632791,"IEEE 802.15.4z SFD #2",0.8436,14,1,1
413,727.719241,727.904057,"IEEE 802.15.4z SFD #2",0.8436,14,1,1
414,727.990510,728.175327,"IEEE 802.15.4z SFD #2",0.8312,14,1,1
415,728.261777,728.446593,"IEEE 802.15.4z SFD #2",0.8436,14,1,1
416,732.330787,732.515603,"IEEE 802.15.4z SFD #2",0.8672,14,1,1
417,732.602055,732.786871,"IEEE 802.15.4z SFD #2",0.8548,14,1,1
418,732.873322,733.058138,"IEEE 802.15.4z SFD #2",0.8672,14,1,1
419,733.144590,733.329405,"IEEE 802.15.4z SFD #2",0.8672,14,1,1
420,737.213599,737.398414,"IEEE 802.15.4z SFD #2",0.8495,14,1,1
421,737.756133,737.940949,"IEEE 802.15.4z SFD #2",0.8495,14,1,1
422,738.027401,738.212217,"IEEE 802.15.4z SFD #2",0.8495,14,1,1
423,742.638947,742.823763,"IEEE 802.15.4z SFD #2",0.8372,14,1,1
424,742.910215,743.095032,"IEEE 802.15.4z SFD #2",0.8357,14,1,1
425,748.235693,748.421700,"IEEE 802.15.4z SFD #2",0.8318,14,1,0
426,752.385257,752.570072,"IEEE 802.15.4z SFD #2",0.8692,14,1,1
427,752.656525,752.841341,"IEEE 802.15.4z SFD #2",0.8692,14,1,1
428,752.927791,753.112607,"IEEE 802.15.4z SFD #2",0.8692,14,1,1
429,753.199059,753.383875,"IEEE 802.15.4z SFD #2",0.8692,14,1,1
430,757.268070,757.452886,"IEEE 802.15.4z SFD #2",0.7927,14,0,1
431,757.810605,757.995421,"IEEE 802.15.4z SFD #2",0.7951,14,0,1
432,758.081873,758.266688,"IEEE 802.15.4z SFD #2",0.7927,14,0,1
433,767.304961,767.489776,"IEEE 802.15.4z SFD #2",0.6237,14,0,1
434,767.576229,767.761045,"IEEE 802.15.4z SFD #2",0.8699,14,1,1
435,767.847498,768.032315,"IEEE 802.15.4z SFD #2",0.8402,14,0,1
436,768.118764,768.303578,"IEEE 802.15.4z SFD #2",0.6237,14,0,1
437,773.335258,773.521263,"IEEE 802.15.4z SFD #2",0.8647,14,1,0
438,777.213554,777.398371,"IEEE 802.15.4z SFD #2",0.8428,14,1,1
439,777.484820,777.669636,"IEEE 802.15.4z SFD #2",0.8119,14,0,1
440,778.027356,778.212173,"IEEE 802.15.4z SFD #2",0.8428,14,1,1
441,778.298622,778.483438,"IEEE 802.15.4z SFD #2",0.8119,14,0,1
442,787.250445,787.435261,"IEEE 802.15.4z SFD #2",0.8643,14,1,1
443,787.792981,787.977797,"IEEE 802.15.4z SFD #2",0.8652,14,1,1
444,788.064247,788.249063,"IEEE 802.15.4z SFD #2",0.8643,14,1,1
445,792.404526,792.589343,"IEEE 802.15.4z SFD #2",0.8555,14,1,1
446,792.675793,792.860609,"IEEE 802.15.4z SFD #2",0.8701,14,1,1
447,792.947059,793.131875,"IEEE 802.15.4z SFD #2",0.8701,14,1,1
448,793.218328,793.403145,"IEEE 802.15.4z SFD #2",0.8555,14,1,1
449,798.300146,798.485128,"IEEE 802.15.4z SFD #2",0.5692,13,0,0
450,802.448684,802.633503,"IEEE 802.15.4z SFD #2",0.6212,14,0,1
451,803.262486,803.447305,"IEEE 802.15.4z SFD #2",0.6212,14,0,1
452,807.331498,807.516314,"IEEE 802.15.4z SFD #2",0.8639,14,1,1
453,807.602766,807.787583,"IEEE 802.15.4z SFD #2",0.8617,14,1,1
454,807.874032,808.058847,"IEEE 802.15.4z SFD #2",0.8639,14,1,1
455,808.145300,808.330116,"IEEE 802.15.4z SFD #2",0.8639,14,1,1
456,812.214311,812.399127,"IEEE 802.15.4z SFD #2",0.8660,14,1,1
457,812.485578,812.670395,"IEEE 802.15.4z SFD #2",0.8545,14,1,1
458,812.756844,812.941660,"IEEE 802.15.4z SFD #2",0.8660,14,1,1
459,813.028113,813.212929,"IEEE 802.15.4z SFD #2",0.8660,14,1,1
460,813.299380,813.484197,"IEEE 802.15.4z SFD #2",0.8545,14,1,1
461,817.639657,817.824472,"IEEE 802.15.4z SFD #2",0.8437,14,1,1
462,822.793738,822.978555,"IEEE 802.15.4z SFD #2",0.8268,14,1,1
463,827.405283,827.590100,"IEEE 802.15.4z SFD #2",0.8632,14,1,1
464,827.676550,827.861366,"IEEE 802.15.4z SFD #2",0.8654,14,1,1
465,827.947816,828.132635,"IEEE 802.15.4z SFD #2",0.6560,14,0,1
466,828.219085,828.403902,"IEEE 802.15.4z SFD #2",0.8632,14,1,1
467,832.288095,832.472913,"IEEE 802.15.4z SFD #2",0.8485,14,1,1
468,832.559363,832.744179,"IEEE 802.15.4z SFD #2",0.8581,14,1,1
469,832.830630,833.015446,"IEEE 802.15.4z SFD #2",0.8581,14,1,1
470,833.101898,833.286715,"IEEE 802.15.4z SFD #2",0.8485,14,1,1
471,837.442175,837.626991,"IEEE 802.15.4z SFD #2",0.8506,14,1,1
472,837.713443,837.898258,"IEEE 802.15.4z SFD #2",0.8506,14,1,1
473,837.984710,838.169526,"IEEE 802.15.4z SFD #2",0.8334,14,1,1
474,838.255977,838.440793,"IEEE 802.15.4z SFD #2",0.8506,14,1,1
475,842.324986,842.509802,"IEEE 802.15.4z SFD #2",0.8464,14,1,1
476,842.867521,843.052337,"IEEE 802.15.4z SFD #2",0.8209,14,0,1
477,843.138789,843.323604,"IEEE 802.15.4z SFD #2",0.8464,14,1,1
478,847.207800,847.392616,"IEEE 802.15.4z SFD #2",0.8413,14,0,1
479,847.479068,847.663883,"IEEE 802.15.4z SFD #2",0.8628,14,1,1
480,847.750335,847.935151,"IEEE 802.15.4z SFD #2",0.8628,14,1,1
481,848.021602,848.206418,"IEEE 802.15.4z SFD #2",0.8413,14,0,1
482,848.292870,848.477686,"IEEE 802.15.4z SFD #2",0.8628,14,1,1
483,852.361880,852.546696,"IEEE 802.15.4z SFD #2",0.8547,14,1,1
484,852.633148,852.817963,"IEEE 802.15.4z SFD #2",0.8547,14,1,1
485,852.904415,853.089232,"IEEE 802.15.4z SFD #2",0.8472,14,1,1
486,853.175682,853.360498,"IEEE 802.15.4z SFD #2",0.8547,14,1,1
487,858.256787,858.430485,"IEEE 802.15.4z SFD #2",0.6768,2,0,0
488,862.665309,862.850125,"IEEE 802.15.4z SFD #2",0.8408,14,1,1
489,862.936578,863.121394,"IEEE 802.15.4z SFD #2",0.8408,14,1,1
490,867.276855,867.461671,"IEEE 802.15.4z SFD #2",0.8636,14,1,1
491,867.548123,867.732939,"IEEE 802.15.4z SFD #2",0.8608,14,1,1
492,867.819390,868.004206,"IEEE 802.15.4z SFD #2",0.8608,14,1,1
493,868.090658,868.275473,"IEEE 802.15.4z SFD #2",0.8636,14,1,1
494,868.360491,868.545307,"IEEE 802.15.4z SFD #2",0.8608,14,1,1
495,872.430934,872.615750,"IEEE 802.15.4z SFD #2",0.8410,14,1,1
496,872.702203,872.887020,"IEEE 802.15.4z SFD #2",0.8340,14,1,1
497,872.973469,873.151982,"IEEE 802.15.4z SFD #2",0.6277,8,0,1
498,873.244736,873.429552,"IEEE 802.15.4z SFD #2",0.8410,14,1,1
499,878.232610,878.418614,"IEEE 802.15.4z SFD #2",0.6244,14,0,0
500,882.382172,882.566989,"IEEE 802.15.4z SFD #2",0.8602,14,1,1
501,882.653438,882.838254,"IEEE 802.15.4z SFD #2",0.8611,14,1,1
502,883.195974,883.380792,"IEEE 802.15.4z SFD #2",0.8602,14,1,1
503,888.251577,888.437583,"IEEE 802.15.4z SFD #2",0.8690,14,1,0
504,893.258133,893.444139,"IEEE 802.15.4z SFD #2",0.8359,14,1,0
505,898.234477,898.420481,"IEEE 802.15.4z SFD #2",0.5527,14,0,0
506,903.273018,903.459026,"IEEE 802.15.4z SFD #2",0.6700,14,0,0
507,908.358435,908.544440,"IEEE 802.15.4z SFD #2",0.8657,14,1,0
508,912.236731,912.408941,"IEEE 802.15.4z SFD #2",0.6451,2,0,1
509,912.507997,912.692813,"IEEE 802.15.4z SFD #2",0.8491,14,1,1
510,912.779266,912.964083,"IEEE 802.15.4z SFD #2",0.8450,14,1,1
511,913.050533,913.222743,"IEEE 802.15.4z SFD #2",0.6451,2,0,1
512,913.321799,913.506615,"IEEE 802.15.4z SFD #2",0.8491,14,1,1
513,918.265511,918.478185,"IEEE 802.15.4z SFD #2",0.5525,40,0,0
514,922.441743,922.626558,"IEEE 802.15.4z SFD #2",0.8643,14,1,1
515,922.713009,922.897824,"IEEE 802.15.4z SFD #2",0.8627,14,1,1
516,922.984277,923.162792,"IEEE 802.15.4z SFD #2",0.7053,8,0,1
517,923.255545,923.440361,"IEEE 802.15.4z SFD #2",0.8643,14,1,1
518,928.362789,928.548796,"IEEE 802.15.4z SFD #2",0.8639,14,1,0
519,932.241085,932.425901,"IEEE 802.15.4z SFD #2",0.8375,14,1,1
520,932.783620,932.968435,"IEEE 802.15.4z SFD #2",0.8340,14,1,1
521,933.054887,933.239703,"IEEE 802.15.4z SFD #2",0.8375,14,1,1
522,942.549245,942.734060,"IEEE 802.15.4z SFD #2",0.8303,14,0,1
523,942.820512,943.005328,"IEEE 802.15.4z SFD #2",0.8558,14,1,1
524,943.361073,943.545889,"IEEE 802.15.4z SFD #2",0.8301,14,0,1
