index,window_offset,abs_start_sample,abs_end_sample,time_start_ms,time_end_ms,detected_repetitions,sample_clock_error_ppm,cfo_hz,sfd_name,sfd_correlation,phr_secded_pass,psdu_length_bytes,fcs_received,fcs_calculated,fcs_pass,payload_hex
157,621716192,621718444,621872596,843.259608,843.468690,55,0.000000,-10143.407645,"IEEE 802.15.4z SFD #2",0.609063,0,78,0x0000,0x0000,0,""
158,625422944,625425196,625579349,848.287212,848.496296,73,2.156050,-6556.614496,"IEEE 802.15.4z SFD #2",0.751544,0,12,0x0000,0x0000,0,""
159,629181056,629180990,629335142,853.381334,853.590416,116,0.000000,-3403.316355,"IEEE 802.15.4z SFD #2",0.040778,0,59,0x0000,0x0000,0,""
160,632773312,632775564,632903628,858.256787,858.430485,66,0.000000,-7475.213882,"IEEE 802.15.4z SFD #2",0.676829,1,2,0xC9F5,0x0000,0,"F5C9"
161,636453184,636455436,636609588,863.247933,863.457015,55,0.000000,-10708.489669,"IEEE 802.15.4z SFD #2",0.618998,0,14,0x0000,0x0000,0,""
162,640228928,640227824,640385379,868.364562,868.578259,115,-0.000000,-854.110020,"Decawave DW-8",0.282198,1,41,0x8D9E,0xFA21,0,"37C3F886A69509C63039ED72EFB42B323BFD5E14A24C37CB3842EA49EC5B8FCB7850784257CB839E8D"
163,647501088,647503339,647640476,878.232610,878.418614,48,-0.000000,-13995.676563,"IEEE 802.15.4z SFD #2",0.624441,1,14,0x5A70,0x4FAE,0,"F1CDC14C44164664614496B8705A"
164,651216288,651218540,651372692,883.271674,883.480756,55,0.000000,-10650.862605,"IEEE 802.15.4z SFD #2",0.670766,0,14,0x0000,0x0000,0,""
165,654887872,654890123,655027261,888.251577,888.437583,134,-0.000000,-2261.126306,"IEEE 802.15.4z SFD #2",0.869026,1,14,0x6943,0x6943,1,"3D05AD8A88DA8AA8AD88DA8A4369"
166,658579104,658581356,658718495,893.258133,893.444139,136,1.831297,-2158.278704,"IEEE 802.15.4z SFD #2",0.835853,1,14,0x6943,0x6943,1,"3D05AD8A88DA8AA8AD88DA8A4369"
167,662248064,662250315,662387452,898.234477,898.420481,51,-0.000000,-12315.493745,"IEEE 802.15.4z SFD #2",0.552746,1,14,0x0F25,0xB58D,0,"29873C9A4FD6A96EC9EEBCEE250F"
168,665962880,665965131,666102271,903.273018,903.459026,53,0.000000,-10814.216722,"IEEE 802.15.4z SFD #2",0.669962,1,14,0xF0DA,0x8915,0,"A48984131143133134111312DAF0"
169,669712256,669714507,669851645,908.358435,908.544440,135,0.000000,-2320.113169,"IEEE 802.15.4z SFD #2",0.865704,1,14,0x6943,0x6943,1,"3D05AD8A88DA8AA8AD88DA8A4369"
170,673406592,673405518,673559670,913.364689,913.573771,126,0.000000,-167.195844,"Decawave DW-8",0.269149,0,11,0x0000,0x0000,0,""
171,677016544,677018796,677175596,918.265511,918.478185,50,0.000000,-12224.132398,"IEEE 802.15.4z SFD #2",0.552455,1,40,0x1531,0xE8E6,0,"0E362C13114313313411C3B9705A72C71B506030859E862C72439CA41BFBA111ADD1B9A900EA3115"
172,684463840,684463317,684600456,928.362789,928.548796,136,0.000000,-2137.292094,"IEEE 802.15.4z SFD #2",0.863900,1,14,0x6943,0x6943,1,"3D05AD8A88DA8AA8AD88DA8A4369"
173,688178016,688177406,688331559,933.400345,933.609428,80,0.000000,-47.574803,"IEEE 802.15.4z SFD #2",0.039305,0,126,0x0000,0x0000,0,""
174,695537376,695537008,695691161,943.382444,943.591527,63,0.000000,-69.856250,"IEEE legacy/BPRF SFD #0",0.026269,0,24,0x0000,0x0000,0,""
