index,window_offset,abs_start_sample,abs_end_sample,abs_phr_start_sample,abs_phr_end_sample,abs_payload_start_sample,abs_payload_end_sample,localization_start_sample,localization_end_sample,end_sample_source,has_precise_end_sample,time_start_ms,time_end_ms,detected_repetitions,sample_clock_error_ppm,cfo_hz,sfd_name,sfd_correlation,phr_secded_pass,psdu_length_bytes,fcs_received,fcs_calculated,fcs_pass,payload_hex
1,55000,108989,336573,307083,322962,322963,336573,106941,340669,"decoded_payload_last_chip",1,0.147826,0.456506,262,0.000000,-1688.325847,"Decawave DW-8",0.952367,1,12,0x603A,0x603A,1,"61880AF2F002000100003A60"
2,433500,487459,715044,685554,701432,701434,715044,485411,719140,"decoded_payload_last_chip",1,0.661159,0.969840,262,0.000000,-1663.301467,"Decawave DW-8",0.951834,1,12,0xE185,0xE185,1,"61880BF2F0020001000085E1"
3,812000,865930,1093514,1064024,1079903,1079904,1093514,863882,1097610,"decoded_payload_last_chip",1,1.174493,1.483173,262,-0.000000,-1677.333026,"Decawave DW-8",0.952121,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
4,1190400,1244401,1471985,1442495,1458374,1458375,1471985,1242353,1476081,"decoded_payload_last_chip",1,1.687827,1.996507,262,0.000000,-1693.084727,"Decawave DW-8",0.951255,1,12,0xFC34,0xFC34,1,"61880DF2F0020001000034FC"
5,1568900,1622871,1850455,1820966,1836844,1836846,1850455,1620823,1854551,"decoded_payload_last_chip",1,2.201160,2.509840,262,0.000000,-1688.761147,"Decawave DW-8",0.951335,1,12,0x76E4,0x76E4,1,"61880EF2F00200010000E476"
6,1947400,2001342,2228926,2199436,2215315,2215316,2228926,1999294,2233022,"decoded_payload_last_chip",1,2.714494,3.023174,262,0.000000,-1691.778618,"Decawave DW-8",0.951778,1,12,0xF75B,0xF75B,1,"61880FF2F002000100005BF7"
7,2325600,2379812,2607396,2577906,2593785,2593786,2607396,2377764,2611492,"decoded_payload_last_chip",1,3.227827,3.536507,262,-0.000000,-1669.348008,"Decawave DW-8",0.951783,1,12,0x1D91,0x1D91,1,"618810F2F00200010000911D"
8,2704300,2758282,2985867,2956377,2972255,2972257,2985867,2756234,2989963,"decoded_payload_last_chip",1,3.741159,4.049841,262,-0.000000,-1672.028981,"Decawave DW-8",0.951827,1,12,0x9C2E,0x9C2E,1,"618811F2F002000100002E9C"
9,3082800,3136753,3364338,3334848,3350727,3350728,3364338,3134705,3368434,"decoded_payload_last_chip",1,4.254494,4.563175,262,5.499825,-1930.492547,"Decawave DW-8",0.944409,1,12,0x16FE,0x16FE,1,"618812F2F00200010000FE16"
10,3461300,3515224,3742808,3713318,3729197,3729198,3742808,3513176,3746904,"decoded_payload_last_chip",1,4.767828,5.076508,262,0.000000,-1690.816526,"Decawave DW-8",0.951042,1,12,0x9741,0x9741,1,"618813F2F002000100004197"
11,3839700,3893694,4121278,4091789,4107667,4107668,4121278,3891646,4125374,"decoded_payload_last_chip",1,5.281160,5.589841,262,0.000000,-1661.889056,"Decawave DW-8",0.951149,1,12,0x0B4F,0x0B4F,1,"618814F2F002000100004F0B"
12,4218200,4272165,4499749,4470259,4486137,4486139,4499749,4270117,4503845,"decoded_payload_last_chip",1,5.794495,6.103175,262,0.000000,-1671.528160,"Decawave DW-8",0.951685,1,12,0x8AF0,0x8AF0,1,"618815F2F00200010000F08A"
13,4596700,4650635,4878219,4848730,4864608,4864609,4878219,4648587,4882315,"decoded_payload_last_chip",1,6.307827,6.616508,262,0.000000,-1660.739566,"Decawave DW-8",0.951644,1,12,0x0020,0x0020,1,"618816F2F002000100002000"
14,4975200,5029105,5256690,5227200,5243078,5243080,5256690,5027057,5260786,"decoded_payload_last_chip",1,6.821160,7.129842,262,0.000000,-1655.931617,"Decawave DW-8",0.951893,1,12,0x819F,0x819F,1,"618817F2F002000100009F81"
15,5353600,5407576,5635161,5605671,5621549,5621551,5635161,5405528,5639257,"decoded_payload_last_chip",1,7.334494,7.643176,262,0.000000,-1702.962268,"Decawave DW-8",0.951814,1,12,0x302D,0x302D,1,"618818F2F002000100002D30"
16,5732100,5786047,6013631,5984141,6000020,6000021,6013631,5783999,6017727,"decoded_payload_last_chip",1,7.847829,8.156509,262,0.000000,-1637.016901,"Decawave DW-8",0.951918,1,12,0xB192,0xB192,1,"618819F2F0020001000092B1"
17,6110700,6164517,6392101,6362611,6378490,6378491,6392101,6162469,6396197,"decoded_payload_last_chip",1,8.361161,8.669842,262,0.000000,-1665.709881,"Decawave DW-8",0.951337,1,12,0x3B42,0x3B42,1,"61881AF2F00200010000423B"
18,6489200,6542987,6770572,6741082,6756960,6756962,6770572,6540939,6774668,"decoded_payload_last_chip",1,8.874494,9.183176,262,-0.000000,-1663.112984,"Decawave DW-8",0.952250,1,12,0xBAFD,0xBAFD,1,"61881BF2F00200010000FDBA"
19,6867500,6921458,7149042,7119552,7135431,7135432,7149042,6919410,7153138,"decoded_payload_last_chip",1,9.387828,9.696509,262,0.000000,-1668.536997,"Decawave DW-8",0.951701,1,12,0x26F3,0x26F3,1,"61881CF2F00200010000F326"
20,7246100,7299929,7527513,7498023,7513902,7513903,7527513,7297881,7531609,"decoded_payload_last_chip",1,9.901162,10.209843,262,0.000000,-1670.417260,"Decawave DW-8",0.951157,1,12,0xA74C,0xA74C,1,"61881DF2F002000100004CA7"
21,7624400,7678399,7905984,7876494,7892372,7892374,7905984,7676351,7910080,"decoded_payload_last_chip",1,10.414495,10.723177,262,-0.000000,-1659.172375,"Decawave DW-8",0.951627,1,12,0x2D9C,0x2D9C,1,"61881EF2F002000100009C2D"
22,8002900,8056870,8284454,8254964,8270843,8270844,8284454,8054822,8288550,"decoded_payload_last_chip",1,10.927829,11.236510,262,0.000000,-1697.764857,"Decawave DW-8",0.951353,1,12,0xAC23,0xAC23,1,"61881FF2F0020001000023AC"
23,8381400,8435340,8662924,8633435,8649313,8649315,8662924,8433292,8667020,"decoded_payload_last_chip",1,11.441162,11.749843,262,0.000000,-1662.339403,"Decawave DW-8",0.952239,1,12,0xF019,0xF019,1,"618820F2F0020001000019F0"
24,8759900,8813811,9041395,9011905,9027784,9027785,9041395,8811763,9045491,"decoded_payload_last_chip",1,11.954496,12.263177,262,0.000000,-1660.479878,"Decawave DW-8",0.952048,1,12,0x71A6,0x71A6,1,"618821F2F00200010000A671"
25,9138300,9192281,9419865,9390375,9406254,9406255,9419865,9190233,9423961,"decoded_payload_last_chip",1,12.467829,12.776510,262,0.000000,-1693.500678,"Decawave DW-8",0.952329,1,12,0xFB76,0xFB76,1,"618822F2F0020001000076FB"
26,9516800,9570751,9798336,9768846,9784724,9784726,9798336,9568703,9802432,"decoded_payload_last_chip",1,12.981162,13.289844,262,0.000000,-1668.616112,"Decawave DW-8",0.951934,1,12,0x7AC9,0x7AC9,1,"618823F2F00200010000C97A"
27,9895300,9949222,10176807,10147317,10163196,10163197,10176807,9947174,10180903,"decoded_payload_last_chip",1,13.494496,13.803178,262,5.191160,-1958.923816,"Decawave DW-8",0.948459,1,12,0xE6C7,0xE6C7,1,"618824F2F00200010000C7E6"
28,10273700,10327693,10555277,10525787,10541666,10541667,10555277,10325645,10559373,"decoded_payload_last_chip",1,14.007830,14.316511,262,0.000000,-1660.874517,"Decawave DW-8",0.952138,1,12,0x6778,0x6778,1,"618825F2F002000100007867"
29,10652200,10706163,10933747,10904258,10920136,10920137,10933747,10704115,10937843,"decoded_payload_last_chip",1,14.521163,14.829843,262,0.000000,-1673.600793,"Decawave DW-8",0.952503,1,12,0xEDA8,0xEDA8,1,"618826F2F00200010000A8ED"
30,11030700,11084634,11312218,11282728,11298606,11298608,11312218,11082586,11316314,"decoded_payload_last_chip",1,15.034497,15.343178,262,0.000000,-1667.237595,"Decawave DW-8",0.952070,1,12,0x6C17,0x6C17,1,"618827F2F00200010000176C"
31,11409200,11463104,11690688,11661199,11677077,11677078,11690688,11461056,11694784,"decoded_payload_last_chip",1,15.547830,15.856510,262,0.000000,-1691.311092,"Decawave DW-8",0.951402,1,12,0xDDA5,0xDDA5,1,"618828F2F00200010000A5DD"
32,11787600,11841575,12069159,12039669,12055548,12055549,12069159,11839527,12073255,"decoded_payload_last_chip",1,16.061164,16.369845,262,0.000000,-1664.601027,"Decawave DW-8",0.951735,1,12,0x5C1A,0x5C1A,1,"618829F2F002000100001A5C"
33,12166300,12220045,12447629,12418140,12434018,12434020,12447629,12217997,12451725,"decoded_payload_last_chip",1,16.574497,16.883177,262,-0.000000,-1682.326934,"Decawave DW-8",0.951393,1,12,0xD6CA,0xD6CA,1,"61882AF2F00200010000CAD6"
34,12544600,12598516,12826100,12796610,12812489,12812490,12826100,12596468,12830196,"decoded_payload_last_chip",1,17.087831,17.396512,262,0.000000,-1672.604320,"Decawave DW-8",0.951588,1,12,0x5775,0x5775,1,"61882BF2F002000100007557"
35,12923000,12976986,13204570,13175080,13190959,13190960,13204570,12974938,13208666,"decoded_payload_last_chip",1,17.601164,17.909844,262,0.000000,-1687.117557,"Decawave DW-8",0.952626,1,12,0xCB7B,0xCB7B,1,"61882CF2F002000100007BCB"
36,13301500,13355456,13583041,13553551,13569429,13569431,13583041,13353408,13587137,"decoded_payload_last_chip",1,18.114497,18.423178,262,-0.000000,-1665.909786,"Decawave DW-8",0.952320,1,12,0x4AC4,0x4AC4,1,"61882DF2F00200010000C44A"
37,13680100,13733927,13961511,13932022,13947900,13947902,13961511,13731879,13965607,"decoded_payload_last_chip",1,18.627831,18.936511,262,0.000000,-1672.708784,"Decawave DW-8",0.950846,1,12,0xC014,0xC014,1,"61882EF2F0020001000014C0"
38,14058400,14112398,14339982,14310492,14326371,14326372,14339982,14110350,14344078,"decoded_payload_last_chip",1,19.141165,19.449845,262,0.000000,-1665.863952,"Decawave DW-8",0.951908,1,12,0x41AB,0x41AB,1,"61882FF2F00200010000AB41"
39,14436900,14490868,14718452,14688963,14704841,14704843,14718452,14488820,14722548,"decoded_payload_last_chip",1,19.654498,19.963178,262,0.000000,-1669.772715,"Decawave DW-8",0.951876,1,12,0xAB61,0xAB61,1,"618830F2F0020001000061AB"
40,14815400,14869339,15096923,15067433,15083312,15083313,15096923,14867291,15101019,"decoded_payload_last_chip",1,20.167832,20.476512,262,0.000000,-1686.265143,"Decawave DW-8",0.951796,1,12,0x2ADE,0x2ADE,1,"618831F2F00200010000DE2A"
41,15194000,15247809,15475393,15445903,15461782,15461783,15475393,15245761,15479489,"decoded_payload_last_chip",1,20.681165,20.989845,262,0.000000,-1647.561394,"Decawave DW-8",0.952118,1,12,0xA00E,0xA00E,1,"618832F2F002000100000EA0"
42,15572300,15626279,15853864,15824374,15840252,15840254,15853864,15624231,15857960,"decoded_payload_last_chip",1,21.194497,21.503179,262,-0.000000,-1661.839324,"Decawave DW-8",0.952195,1,12,0x21B1,0x21B1,1,"618833F2F00200010000B121"
43,15950800,16004750,16232334,16202844,16218723,16218724,16232334,16002702,16236430,"decoded_payload_last_chip",1,21.707831,22.016512,262,0.000000,-1682.968776,"Decawave DW-8",0.951761,1,12,0xBDBF,0xBDBF,1,"618834F2F00200010000BFBD"
44,16329300,16383220,16610804,16581315,16597193,16597195,16610804,16381172,16614900,"decoded_payload_last_chip",1,22.221164,22.529845,262,0.000000,-1665.639016,"Decawave DW-8",0.952557,1,12,0x3C00,0x3C00,1,"618835F2F00200010000003C"
45,16707000,16761691,16989275,16959786,16975664,16975666,16989275,16759643,16993371,"decoded_payload_last_chip",1,22.734498,23.043179,262,0.000000,-1654.738549,"Decawave DW-8",0.951437,1,12,0xB6D0,0xB6D0,1,"618836F2F00200010000D0B6"
46,17086200,17140162,17367746,17338256,17354135,17354136,17367746,17138114,17371842,"decoded_payload_last_chip",1,23.247833,23.556513,262,0.000000,-1674.049181,"Decawave DW-8",0.951654,1,12,0x376F,0x376F,1,"618837F2F002000100006F37"
47,17464688,17518632,17746216,17716726,17732605,17732606,17746216,17516584,17750312,"decoded_payload_last_chip",1,23.761165,24.069846,262,0.000000,-1677.418769,"Decawave DW-8",0.951929,1,12,0x86DD,0x86DD,1,"618838F2F00200010000DD86"
48,17843400,17897102,18124687,18095197,18111075,18111077,18124687,17895054,18128783,"decoded_payload_last_chip",1,24.274498,24.583180,262,0.000000,-1683.668052,"Decawave DW-8",0.952293,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
49,18221600,18275573,18503158,18473668,18489547,18489548,18503158,18273525,18507254,"decoded_payload_last_chip",1,24.787832,25.096514,262,4.916316,-1918.107903,"Decawave DW-8",0.951038,1,12,0x8DB2,0x8DB2,1,"61883AF2F00200010000B28D"
50,18600100,18654044,18881628,18852138,18868017,18868018,18881628,18651996,18885724,"decoded_payload_last_chip",1,25.301166,25.609847,262,0.000000,-1683.505005,"Decawave DW-8",0.951731,1,12,0x0C0D,0x0C0D,1,"61883BF2F002000100000D0C"
51,18978900,19032514,19260098,19230608,19246487,19246488,19260098,19030466,19264194,"decoded_payload_last_chip",1,25.814499,26.123180,262,0.000000,-1662.969264,"Decawave DW-8",0.951686,1,12,0x9003,0x9003,1,"61883CF2F002000100000390"
52,19357200,19410984,19638569,19609079,19624957,19624959,19638569,19408936,19642665,"decoded_payload_last_chip",1,26.327832,26.636514,262,0.000000,-1686.633773,"Decawave DW-8",0.951880,1,12,0x11BC,0x11BC,1,"61883DF2F00200010000BC11"
53,19735500,19789455,20017039,19987549,20003428,20003429,20017039,19787407,20021135,"decoded_payload_last_chip",1,26.841166,27.149847,262,0.000000,-1658.551186,"Decawave DW-8",0.951748,1,12,0x9B6C,0x9B6C,1,"61883EF2F002000100006C9B"
54,20114200,20167925,20395510,20366020,20381898,20381900,20395510,20165877,20399606,"decoded_payload_last_chip",1,27.354499,27.663181,262,0.000000,-1677.234747,"Decawave DW-8",0.951878,1,12,0x1AD3,0x1AD3,1,"61883FF2F00200010000D31A"
55,20492400,20546396,20773981,20744491,20760369,20760371,20773981,20544348,20778077,"decoded_payload_last_chip",1,27.867833,28.176515,262,0.000000,-1660.652815,"Decawave DW-8",0.951607,1,12,0x2318,0x2318,1,"618840F2F002000100001823"
56,20871200,20924866,21152450,21122961,21138839,21138841,21152450,20922818,21156546,"decoded_payload_last_chip",1,28.381166,28.689846,262,0.000000,-1656.391639,"Decawave DW-8",0.951449,1,12,0xA2A7,0xA2A7,1,"618841F2F00200010000A7A2"
57,21249400,21303337,21530921,21501432,21517310,21517312,21530921,21301289,21535017,"decoded_payload_last_chip",1,28.894500,29.203181,262,0.000000,-1657.585593,"Decawave DW-8",0.951818,1,12,0x2877,0x2877,1,"618842F2F002000100007728"
58,21628000,21681807,21909392,21879902,21895780,21895782,21909392,21679759,21913488,"decoded_payload_last_chip",1,29.407833,29.716515,262,0.000000,-1685.378076,"Decawave DW-8",0.951843,1,12,0xA9C8,0xA9C8,1,"618843F2F00200010000C8A9"
59,22006300,22060278,22287862,22258372,22274251,22274252,22287862,22058230,22291958,"decoded_payload_last_chip",1,29.921167,30.229848,262,0.000000,-1693.436029,"Decawave DW-8",0.952014,1,12,0x35C6,0x35C6,1,"618844F2F00200010000C635"
60,22384800,22438748,22666333,22636843,22652721,22652723,22666333,22436700,22670429,"decoded_payload_last_chip",1,30.434500,30.743182,262,-0.000000,-1680.275572,"Decawave DW-8",0.951319,1,12,0xB479,0xB479,1,"618845F2F0020001000079B4"
61,22763300,22817219,23044803,23015313,23031192,23031193,23044803,22815171,23048899,"decoded_payload_last_chip",1,30.947834,31.256514,262,0.000000,-1673.568097,"Decawave DW-8",0.951941,1,12,0x3EA9,0x3EA9,1,"618846F2F00200010000A93E"
62,23141700,23195690,23423274,23393784,23409663,23409664,23423274,23193642,23427370,"decoded_payload_last_chip",1,31.461168,31.769849,262,0.000000,-1668.910542,"Decawave DW-8",0.951489,1,12,0xBF16,0xBF16,1,"618847F2F0020001000016BF"
63,23520200,23574160,23801744,23772255,23788133,23788135,23801744,23572112,23805840,"decoded_payload_last_chip",1,31.974501,32.283181,262,0.000000,-1664.792432,"Decawave DW-8",0.951647,1,12,0x0EA4,0x0EA4,1,"618848F2F00200010000A40E"
64,23898800,23952630,24180215,24150726,24166604,24166605,24180215,23950582,24184311,"decoded_payload_last_chip",1,32.487834,32.796516,262,4.289135,-1870.780888,"Decawave DW-8",0.952184,1,12,0x8F1B,0x8F1B,1,"618849F2F002000100001B8F"
65,24277200,24331101,24558685,24529196,24545074,24545075,24558685,24329053,24562781,"decoded_payload_last_chip",1,33.001168,33.309848,262,0.000000,-1663.259679,"Decawave DW-8",0.952004,1,12,0x05CB,0x05CB,1,"61884AF2F00200010000CB05"
66,24655600,24709571,24937155,24907666,24923544,24923546,24937155,24707523,24941251,"decoded_payload_last_chip",1,33.514501,33.823181,262,0.000000,-1656.047546,"Decawave DW-8",0.951472,1,12,0x8474,0x8474,1,"61884BF2F002000100007484"
67,25034100,25088042,25315627,25286137,25302016,25302017,25315627,25085994,25319723,"decoded_payload_last_chip",1,34.027835,34.336517,262,5.529707,-1963.372902,"Decawave DW-8",0.946746,1,12,0x187A,0x187A,1,"61884CF2F002000100007A18"
68,25412700,25466512,25694097,25664607,25680485,25680487,25694097,25464464,25698193,"decoded_payload_last_chip",1,34.541168,34.849849,262,0.000000,-1670.368638,"Decawave DW-8",0.951841,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
69,25791000,25844983,26072567,26043078,26058956,26058957,26072567,25842935,26076663,"decoded_payload_last_chip",1,35.054502,35.363182,262,0.000000,-1654.425410,"Decawave DW-8",0.951743,1,12,0x1315,0x1315,1,"61884EF2F002000100001513"
70,26169500,26223453,26451038,26421548,26437426,26437428,26451038,26221405,26455134,"decoded_payload_last_chip",1,35.567834,35.876516,262,0.000000,-1693.037869,"Decawave DW-8",0.951681,1,12,0x92AA,0x92AA,1,"61884FF2F00200010000AA92"
71,26548000,26601924,26829508,26800018,26815897,26815898,26829508,26599876,26833604,"decoded_payload_last_chip",1,36.081169,36.389849,262,-0.000000,-1660.777646,"Decawave DW-8",0.951930,1,12,0x7860,0x7860,1,"618850F2F002000100006078"
