index,window_offset,abs_start_sample,abs_end_sample,time_start_ms,time_end_ms,detected_repetitions,sample_clock_error_ppm,cfo_hz,sfd_name,sfd_correlation,phr_secded_pass,psdu_length_bytes,fcs_received,fcs_calculated,fcs_pass,payload_hex
1,494400,496652,728313,0.673627,0.987838,262,0.000000,-1673.231572,"Decawave DW-8",0.951260,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
2,976320,978572,1210233,1.327273,1.641484,262,0.000000,-1693.085287,"Decawave DW-8",0.949938,1,12,0xFC34,0xFC34,1,"61880DF2F0020001000034FC"
3,1319616,1319428,1625186,1.789589,2.204300,162,-0.000000,-2730.043786,"Decawave DW-8",0.052272,1,98,0xA23D,0xA2EB,0,"7510E3F35B31865826D0113AF22825707007820AF408DCFCA2315D346FE445B363540867F94B26D3C31520500951C5A299290FC8040DEBC250919C23D69133E454F1EF244C3C69454988982946C39324C248F5791E023923E3938647C35EC5933DA2"
4,2428768,2431020,2662681,3.297282,3.611492,262,0.000000,-1667.928008,"Decawave DW-8",0.950998,1,12,0x9C2E,0x9C2E,1,"618811F2F002000100002E9C"
5,2872672,2874924,3106585,3.899365,4.213576,262,0.000000,-1652.000598,"Decawave DW-8",0.951005,1,12,0x16FE,0x16FE,1,"618812F2F00200010000FE16"
6,3205216,3205028,3482819,4.347097,4.723876,171,0.000000,-762.177005,"Decawave DW-8",0.044473,1,67,0x6992,0xF67A,0,"651303D0D776D3A9DBC96679F363CAAD80C737AAD8952C8381F5CDD225D110B4AFA215BBAD31430AF4CC0F9112ECE400079AAE90FD0DC6C1B9443BF50FFB6F00089269"
7,3495904,3498156,3729817,4.744678,5.058888,262,0.000000,-1694.505794,"Decawave DW-8",0.950029,1,12,0x9741,0x9741,1,"618813F2F002000100004197"
8,4363136,4365388,4597049,5.920936,6.235147,262,0.000000,-1657.776487,"Decawave DW-8",0.950912,1,12,0x0020,0x0020,1,"618816F2F002000100002000"
9,4774336,4773680,5040884,6.474718,6.837137,98,0.000000,-310.641730,"Decawave DW-8",0.023640,1,53,0x92BE,0xAD98,0,"DDEC3857972F8B549961281697D1ACF8DA0CAC4782481B08F214999C096C6125E47A90E6E6D62C2AB8740C9D0C60040AC282CABE92"
10,5886240,5888492,6120153,7.986778,8.300989,262,0.000000,-1659.610704,"Decawave DW-8",0.951573,1,12,0xBAFD,0xBAFD,1,"61881BF2F00200010000FDBA"
11,6490656,6492908,6724569,8.806570,9.120780,262,0.000000,-1659.610639,"Decawave DW-8",0.951574,1,12,0xBAFD,0xBAFD,1,"61881BF2F00200010000FDBA"
12,6830112,6832364,7064025,9.266987,9.581197,262,0.000000,-1666.190568,"Decawave DW-8",0.951175,1,12,0x26F3,0x26F3,1,"61881CF2F00200010000F326"
13,7029600,7029498,7258128,9.534367,9.844466,118,0.000000,-3224.422959,"Decawave DW-8",0.036540,1,8,0x7F43,0x205A,0,"DCC85D037256437F"
14,7218336,7220588,7452249,9.793549,10.107760,262,0.000000,-1671.012286,"Decawave DW-8",0.950588,1,12,0xA74C,0xA74C,1,"61881DF2F002000100004CA7"
15,7408768,7411020,7642681,10.051839,10.366050,262,0.000000,-1661.012193,"Decawave DW-8",0.951538,1,12,0xF019,0xF019,1,"618820F2F0020001000019F0"
16,7778592,7778186,8028374,10.549840,10.889179,129,0.000000,-940.743345,"Decawave DW-8",0.038516,0,63,0x0000,0x0000,0,""
17,8522560,8522372,8772560,11.559207,11.898546,146,0.000000,-2976.447631,"Decawave DW-8",0.029605,0,106,0x0000,0x0000,0,""
18,8913984,8913598,9243566,12.089841,12.537389,129,0.000000,-2938.940948,"Decawave DW-8",0.030446,1,124,0xC041,0x6095,0,"61098A1B7D5AA08D19B1908D222D26A3C2C8A44E0485F033079CB739E70ECE70D6CD13958DB49B05D201056880962B8A75F0CCA551C90E85361AAF688ADC1E156C46231798A357ECD0EA121B9FDD202B4BA4325E1BEF6E7769D050958850728846CE5397366773A2F0994198CA7C4CF4C0636F73695B2A4B151441C0"
19,9292480,9292068,9542256,12.603174,12.942513,129,-0.000000,-3469.119823,"Decawave DW-8",0.020792,0,10,0x0000,0x0000,0,""
20,9638464,9638276,9902445,13.072748,13.431051,172,0.000000,-761.594448,"Decawave DW-8",0.031408,1,49,0x3511,0x15ED,0,"CA98CE2AD5B4AE50012486348293404012D82C33FBC0C5698D4279021B00264494803D39FFA114764FB27D2038092D1135"
21,10796384,10796196,11098193,14.643278,15.052888,142,0.000000,-2651.706953,"Decawave DW-8",0.044243,1,93,0xD053,0x23B1,0,"8D72BDC2BD41985A91905C179F72BB5808663978CE99400F482BE5728846B28A5E9B19F2E1B54AAA2189ED05CCB3B70919D283FE5E094CA4C4A45EB8901A8E260F23C01A06E0B2D5CCF1FDCE35F83BBCA203C4CE86FC0F0251455853D0"
22,11193536,11193424,11428117,15.182053,15.500376,117,0.000000,543.070681,"Decawave DW-8",0.045814,1,16,0x5360,0x5127,0,"E262C2B546FEC5938F4280BB38236053"
23,11563296,11565548,11797209,15.686778,16.000989,262,0.000000,-1681.582626,"Decawave DW-8",0.950431,1,12,0xD6CA,0xD6CA,1,"61882AF2F00200010000CAD6"
24,12334176,12334087,12584275,16.729176,17.068515,110,-0.000000,-3535.534707,"Decawave DW-8",0.028078,0,4,0x0000,0x0000,0,""
25,13455648,13455243,13705431,18.249841,18.589181,129,0.000000,-2969.151885,"Decawave DW-8",0.037159,0,127,0x0000,0x0000,0,""
26,13693600,13695852,13927513,18.576188,18.890398,262,0.000000,-1670.485392,"Decawave DW-8",0.951240,1,12,0xAB61,0xAB61,1,"618830F2F0020001000061AB"
27,14226528,14226439,14476627,19.295843,19.635182,110,-0.000000,-2679.716789,"Decawave DW-8",0.036545,0,4,0x0000,0x0000,0,""
28,14907040,14906852,15193727,20.218712,20.607811,212,0.000000,-2257.133762,"Decawave DW-8",0.029328,1,79,0x5CE7,0x0F62,0,"342C743968911C497A404CAD36E4E061EE4E4E5884B61C0B476754868BCB04B72BF918C17AEB70973F8415A47C85266CB5505E58F31959A0888C740D5427920E3B2D264485441165A5545A6322E75C"
29,15246496,15247809,15479471,20.681165,20.995376,262,0.000000,-1646.288286,"Decawave DW-8",0.951537,1,12,0xA00E,0xA00E,1,"618832F2F002000100000EA0"
30,15740416,15740321,16011305,21.349177,21.716722,110,0.000000,-5052.301864,"Decawave DW-8",0.046772,1,58,0x056C,0x4055,0,"8711E2311554B2724264ECEA07B3B5107AFC476A3403369928BC3538A009B201FA2473964D8C05B6D77558600768800C3BF4B185A8E24C0D6C05"
31,16979136,16981388,17213049,23.032482,23.346692,262,0.000000,-1680.528066,"Decawave DW-8",0.951202,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
32,17240352,17242603,17474264,23.386777,23.700987,262,-0.000000,-1680.528089,"Decawave DW-8",0.951202,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
33,18378048,18377611,18627799,24.926230,25.265569,126,0.000000,-927.741194,"Decawave DW-8",0.032462,0,63,0x0000,0x0000,0,""
34,18754240,18756492,18988153,25.440120,25.754331,262,0.000000,-1655.611456,"Decawave DW-8",0.950903,1,12,0x9B6C,0x9B6C,1,"61883EF2F002000100006C9B"
35,19108480,19110732,19342393,25.920589,26.234800,262,0.000000,-1655.611427,"Decawave DW-8",0.950903,1,12,0x9B6C,0x9B6C,1,"61883EF2F002000100006C9B"
36,19350400,19352652,19584313,26.248714,26.562925,262,0.000000,-1655.611467,"Decawave DW-8",0.950903,1,12,0x9B6C,0x9B6C,1,"61883EF2F002000100006C9B"
37,19836160,19835972,20112239,26.904259,27.278970,200,0.000000,-1387.712414,"Decawave DW-8",0.021013,1,65,0x20E7,0x19F8,0,"308E09DC48C3484BB120F80C6011B1CEA080476C11FD38D2B278126D6CCA789890BC19E7B5FA072DCB36BD04C913230D466809961CE8F79B8CE023C5BFAD44E720"
38,20078080,20080332,20311993,27.235693,27.549904,262,0.000000,-1674.765422,"Decawave DW-8",0.951058,1,12,0x1AD3,0x1AD3,1,"61883FF2F00200010000D31A"
39,20466304,20468555,20700216,27.762255,28.076465,262,-0.000000,-1663.371101,"Decawave DW-8",0.950864,1,12,0x2318,0x2318,1,"618840F2F002000100001823"
40,20854528,20856780,21088441,28.288818,28.603029,262,0.000000,-1655.306478,"Decawave DW-8",0.951319,1,12,0xA2A7,0xA2A7,1,"618841F2F00200010000A7A2"
41,21242752,21245004,21476665,28.815381,29.129591,262,0.000000,-1660.577056,"Decawave DW-8",0.951184,1,12,0x2877,0x2877,1,"618842F2F002000100007728"
42,22109984,22109796,22359985,29.988330,30.327671,196,0.000000,-2592.697100,"Decawave DW-8",0.032271,0,46,0x0000,0x0000,0,""
43,22449440,22449252,22699440,30.448747,30.788086,248,0.000000,-2080.248384,"Decawave DW-8",0.017774,0,100,0x0000,0x0000,0,""
44,25007200,25009452,25241113,33.921240,34.235451,262,0.000000,-1667.429013,"Decawave DW-8",0.951088,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
45,25198432,25200684,25432345,34.180615,34.494826,262,0.000000,-1667.429004,"Decawave DW-8",0.951088,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
46,25395424,25397676,25629337,34.447803,34.762013,262,0.000000,-1667.428951,"Decawave DW-8",0.951089,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
47,25832416,25834668,26066329,35.040511,35.354721,262,0.000000,-1653.380563,"Decawave DW-8",0.951048,1,12,0x1315,0x1315,1,"61884EF2F002000100001513"
48,26560096,26562348,26794009,36.027490,36.341701,262,0.000000,-1660.780925,"Decawave DW-8",0.951232,1,12,0x7860,0x7860,1,"618850F2F002000100006078"
49,27094784,27097036,27328697,36.752707,37.066918,262,0.000000,-1689.816329,"Decawave DW-8",0.950826,1,12,0x730F,0x730F,1,"618852F2F002000100000F73"
50,27766784,27766596,28065560,37.660856,38.066352,223,0.000000,-1888.365556,"Decawave DW-8",0.034399,1,89,0xE69A,0x0D49,0,"1C0E2BC5C32D587C81A3331308F26F7810A21526CA377CDF7BCC2A33359F3267A555621B8500CF66877397A790B800D139F0AAFAB20AA3360F0A04A7D3EB75AB8FC798762C04AC85C989724F54A122932C87250681D59D9AE6"
51,28057472,28059724,28291385,38.058436,38.372647,262,0.000000,-1701.900726,"Decawave DW-8",0.950628,1,12,0x6EBE,0x6EBE,1,"618854F2F00200010000BE6E"
52,28585248,28587500,28819161,38.774278,39.088489,262,0.000000,-1673.116561,"Decawave DW-8",0.950705,1,12,0xE46E,0xE46E,1,"618857F2F002000100006EE4"
53,29701152,29700964,29952285,40.284511,40.625387,167,0.000000,-2650.823181,"Decawave DW-8",0.027940,1,38,0x1777,0x7C7B,0,"D431A8BC5164D140D4C6C70CCA2899C64FC300E3AF9F3D525E2F99201D0CA5C2C08751267717"
54,30324544,30326796,30558457,41.133350,41.447560,262,0.000000,-1677.055635,"Decawave DW-8",0.949969,1,12,0xC2BD,0xC2BD,1,"61885DF2F00200010000BDC2"
55,30712768,30715020,30946681,41.659912,41.974122,262,0.000000,-1668.049688,"Decawave DW-8",0.950873,1,12,0x486D,0x486D,1,"61885EF2F002000100006D48"
56,31100992,31103243,31334904,42.186473,42.500684,262,-0.000000,-1668.049655,"Decawave DW-8",0.950874,1,12,0x486D,0x486D,1,"61885EF2F002000100006D48"
57,31440448,31442700,31674361,42.646891,42.961102,262,0.000000,-1677.055600,"Decawave DW-8",0.949970,1,12,0xC2BD,0xC2BD,1,"61885DF2F00200010000BDC2"
58,32000704,32000298,32250486,43.403182,43.742521,129,0.000000,-3442.655971,"Decawave DW-8",0.045330,0,104,0x0000,0x0000,0,""
59,32744672,32746924,32978585,44.415858,44.730069,262,0.000000,-1662.886073,"Decawave DW-8",0.951182,1,12,0x9E87,0x9E87,1,"618862F2F00200010000879E"
60,33136096,33135709,33385897,44.943182,45.282521,129,0.000000,559.643056,"Decawave DW-8",0.035722,0,18,0x0000,0x0000,0,""
61,33514592,33514180,33764368,45.456516,45.795855,129,-0.000000,-3429.390756,"Decawave DW-8",0.048102,0,72,0x0000,0x0000,0,""
62,33763040,33765292,33996953,45.797108,46.111319,262,0.000000,-1685.466851,"Decawave DW-8",0.950762,1,12,0x1F38,0x1F38,1,"618863F2F00200010000381F"
63,34102496,34104748,34336409,46.257525,46.571735,262,0.000000,-1702.203687,"Decawave DW-8",0.950958,1,12,0x8336,0x8336,1,"618864F2F002000100003683"
64,34637024,34636836,34887024,46.979215,47.318555,146,0.000000,-2256.026859,"Decawave DW-8",0.040711,0,57,0x0000,0x0000,0,""
65,35018496,35020748,35252409,47.499929,47.814140,262,0.000000,-1676.131391,"Decawave DW-8",0.951607,1,12,0xB854,0xB854,1,"618868F2F0020001000054B8"
66,35785408,35787660,36019321,48.540120,48.854331,262,0.000000,-1673.532277,"Decawave DW-8",0.950376,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
67,36515872,36518123,36749784,49.530874,49.845085,262,-0.000000,-1673.532260,"Decawave DW-8",0.950377,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
68,36757792,36760043,36991704,49.858999,50.173210,262,-0.000000,-1673.532224,"Decawave DW-8",0.950377,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
69,37307968,37307888,37558076,50.602062,50.941401,117,0.000000,-3896.970583,"Decawave DW-8",0.048770,0,124,0x0000,0x0000,0,""
70,37677760,37677355,37945308,51.103183,51.466618,129,0.000000,-3479.025018,"Decawave DW-8",0.028746,1,54,0xC61E,0x6C35,0,"9F826CE4994861088660A33A8D04C485E7801A8E06DE6C7E225AD7AE7D6926C7F8E4101FE3050144805E52ABDF288A05713FFBCE1EC6"
71,39031616,39033868,39265529,52.943072,53.257282,262,0.000000,-1668.330163,"Decawave DW-8",0.951236,1,12,0x4F2F,0x4F2F,1,"618871F2F002000100002F4F"
72,39371072,39373323,39604984,53.403487,53.717697,262,-0.000000,-1646.090038,"Decawave DW-8",0.951662,1,12,0xC5FF,0xC5FF,1,"618872F2F00200010000FFC5"
73,39808064,39810316,40041977,53.996197,54.310407,262,0.000000,-1637.905984,"Decawave DW-8",0.951266,1,12,0x4440,0x4440,1,"618873F2F002000100004044"
74,41462464,41464716,41696377,56.240120,56.554331,262,0.000000,-1650.449769,"Decawave DW-8",0.951210,1,12,0xE843,0xE843,1,"61887AF2F0020001000043E8"
75,42600160,42599723,42849911,57.779572,58.118911,126,0.000000,204.397366,"Decawave DW-8",0.044918,0,15,0x0000,0x0000,0,""
76,43354816,43354413,43604601,58.803186,59.142525,129,0.000000,-2919.379313,"Decawave DW-8",0.025775,0,76,0x0000,0x0000,0,""
77,43572512,43574764,43806425,59.102056,59.416267,262,0.000000,-1635.855230,"Decawave DW-8",0.951312,1,12,0x7F22,0x7F22,1,"61887FF2F00200010000227F"
78,44058272,44060524,44292185,59.760910,60.075121,262,0.000000,-1635.855272,"Decawave DW-8",0.951311,1,12,0x7F22,0x7F22,1,"61887FF2F00200010000227F"
79,44300192,44302444,44534105,60.089035,60.403246,262,0.000000,-1635.855216,"Decawave DW-8",0.951312,1,12,0x7F22,0x7F22,1,"61887FF2F00200010000227F"
80,44492512,44492075,44736602,60.346239,60.677900,126,0.000000,-2424.066974,"Decawave DW-8",0.033223,1,29,0x6AF9,0xFB8F,0,"0447A22C4E59B7933D7B89E98A4C243800980F2431E960D4F20BBEF96A"
81,44688416,44690667,44922328,60.615597,60.929807,262,-0.000000,-1673.623444,"Decawave DW-8",0.950770,1,12,0x8D0B,0x8D0B,1,"618880F2F002000100000B8D"
82,45076640,45078892,45310553,61.142160,61.456371,262,0.000000,-1687.445739,"Decawave DW-8",0.951699,1,12,0x0CB4,0x0CB4,1,"618881F2F00200010000B40C"
83,45464864,45467116,45698777,61.668723,61.982933,262,0.000000,-1654.079829,"Decawave DW-8",0.951753,1,12,0x8664,0x8664,1,"618882F2F002000100006486"
84,46234560,46236812,46468473,62.712690,63.026900,262,0.000000,-1665.619239,"Decawave DW-8",0.951009,1,12,0x9BD5,0x9BD5,1,"618884F2F00200010000D59B"
85,46622784,46625036,46856697,63.239252,63.553463,262,0.000000,-1689.040941,"Decawave DW-8",0.950072,1,12,0x1A6A,0x1A6A,1,"618885F2F002000100006A1A"
86,47139520,47141772,47373433,63.940120,64.254331,262,0.000000,-1668.998853,"Decawave DW-8",0.951370,1,12,0x2108,0x2108,1,"618889F2F002000100000821"
87,47527456,47529708,47761369,64.466292,64.780503,262,0.000000,-1684.553418,"Decawave DW-8",0.950559,1,12,0xABD8,0xABD8,1,"61888AF2F00200010000D8AB"
88,47913024,47912565,48162753,64.985575,65.324915,107,0.000000,-4499.382157,"Decawave DW-8",0.030547,0,68,0x0000,0x0000,0,""
89,49031872,49031470,49295660,66.503187,66.861518,129,-0.000000,133.619949,"Decawave DW-8",0.028032,1,49,0xFB5F,0x68B2,0,"CD742F4B270E705372CAF9ED3BCEF70412887D1CC623ADA811A303318904DA16706AC0476BA29431216E81E5D890945FFB"
90,49420544,49422796,49654457,67.033957,67.348168,262,0.000000,-1645.365785,"Decawave DW-8",0.950614,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
91,49763840,49766092,49997753,67.499582,67.813793,262,0.000000,-1645.365829,"Decawave DW-8",0.950614,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
92,50054528,50056780,50288441,67.893853,68.208063,262,0.000000,-1645.365795,"Decawave DW-8",0.950614,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
93,50393984,50396235,50627896,68.354268,68.668479,262,-0.000000,-1689.832075,"Decawave DW-8",0.950563,1,12,0x3CB9,0x3CB9,1,"61888FF2F00200010000B93C"
94,50782208,50784460,51016121,68.880832,69.195043,262,0.000000,-1676.214167,"Decawave DW-8",0.950425,1,12,0xD673,0xD673,1,"618890F2F0020001000073D6"
95,51316896,51319148,51550809,69.606049,69.920260,262,0.000000,-1664.038961,"Decawave DW-8",0.950556,1,12,0x5CA3,0x5CA3,1,"618893F2F00200010000A35C"
96,51600672,51602924,51834585,69.990945,70.305155,262,0.000000,-1664.039021,"Decawave DW-8",0.950555,1,12,0x5CA3,0x5CA3,1,"618893F2F00200010000A35C"
97,51988896,51988708,52238896,70.514198,70.853537,223,0.000000,-2312.560673,"Decawave DW-8",0.035309,0,40,0x0000,0x0000,0,""
98,52328352,52330604,52562265,70.977924,71.292135,262,0.000000,-1687.512051,"Decawave DW-8",0.950520,1,12,0xC0AD,0xC0AD,1,"618894F2F00200010000ADC0"
99,52807360,52809612,53041273,71.627620,71.941831,262,0.000000,-1657.446563,"Decawave DW-8",0.950357,1,12,0xFBCF,0xFBCF,1,"618898F2F00200010000CFFB"
100,53007264,53009516,53241177,71.898758,72.212968,262,0.000000,-1678.113846,"Decawave DW-8",0.950776,1,12,0xCBC2,0xCBC2,1,"618896F2F00200010000C2CB"
101,53444256,53446508,53678169,72.491466,72.805676,262,0.000000,-1689.004850,"Decawave DW-8",0.951142,1,12,0x4A7D,0x4A7D,1,"618897F2F002000100007D4A"
102,53708224,53710475,53942136,72.849494,73.163704,262,-0.000000,-1657.446510,"Decawave DW-8",0.950357,1,12,0xFBCF,0xFBCF,1,"618898F2F00200010000CFFB"
103,55264928,55267180,55498841,74.960910,75.275121,262,0.000000,-1678.251117,"Decawave DW-8",0.950609,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
104,55662560,55664812,55896473,75.500233,75.814444,262,0.000000,-1678.251014,"Decawave DW-8",0.950610,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
105,56222816,56225068,56456729,76.260129,76.574339,262,0.000000,-1687.071282,"Decawave DW-8",0.951044,1,12,0x67C1,0x67C1,1,"61889FF2F00200010000C167"
106,56439008,56441260,56672921,76.553358,76.867569,262,0.000000,-1687.071266,"Decawave DW-8",0.951045,1,12,0x67C1,0x67C1,1,"61889FF2F00200010000C167"
107,56966784,56969036,57200697,77.269200,77.583411,262,0.000000,-1677.809669,"Decawave DW-8",0.950199,1,12,0x3094,0x3094,1,"6188A2F2F002000100009430"
108,57358208,57357821,57641661,77.796524,78.181506,129,0.000000,-3453.107683,"Decawave DW-8",0.035815,1,75,0x7176,0x70E2,0,"E9E0D881AB18973AB1861ED229E9FA20E4D414D3EDE45615D69784048660D96141D4226E0118A416EC00A89CF1489308158E9079D45C3519E3419ECA95E6595133D929E543FE0CF1307671"
109,57645696,57645508,57967902,78.186724,78.623999,250,-0.000000,-1840.868986,"Decawave DW-8",0.033044,1,120,0x3040,0x91D0,0,"725028580611BAE3C2A22E4464CC6E155F318C465784859626301341E58415F44D06AAA613D195C5D9CCF8BD929069A758FBC1263CB3469110A9789C54A7A27553AC22F4B5963214811C997C3066906402288E7B5D24952A56B231F4D38D9C0F4719404A5AE20527020C4AF631942534F4CF0410475B4030"
110,57936384,57938636,58170297,78.584304,78.898515,262,0.000000,-1673.911985,"Decawave DW-8",0.951294,1,12,0xB12B,0xB12B,1,"6188A3F2F002000100002BB1"
111,58422144,58421956,58672144,79.239849,79.579188,224,-0.000000,-2171.353726,"Decawave DW-8",0.027849,0,32,0x0000,0x0000,0,""
112,58859136,58858948,59121605,79.832558,80.188809,146,0.000000,-723.810921,"Decawave DW-8",0.035052,1,47,0x1C71,0xF821,0,"2F04C418B1F03AC8010247429E36A3B1121A76645A2B00DFDA4EBFB1E352081900E9593E3212540FE27D764999711C"
113,59240608,59242859,59474520,80.353270,80.667480,262,-0.000000,-1688.685684,"Decawave DW-8",0.951187,1,12,0x97F8,0x97F8,1,"6188A9F2F00200010000F897"
114,61530080,61530000,61780188,83.455404,83.794743,117,0.000000,-3918.195129,"Decawave DW-8",0.022445,0,104,0x0000,0x0000,0,""
115,61899872,61899467,62149655,83.956525,84.295865,129,0.000000,-3426.236778,"Decawave DW-8",0.027205,0,16,0x0000,0x0000,0,""
116,63351264,63351076,63621315,85.925396,86.291931,212,0.000000,-1085.677182,"Decawave DW-8",0.036064,1,57,0x3E64,0xE3C8,0,"72E5B494640265C4C3B042885833939A60448FA4E2CD1225D89806095641A1555BC556E170B2EBF29FD6459B766A4D48915B03AAFD744A643E"
117,63641952,63644204,63875865,86.322976,86.637187,262,0.000000,-1660.021152,"Decawave DW-8",0.950747,1,12,0x6BEC,0x6BEC,1,"6188B2F2F00200010000EC6B"
118,64127712,64127524,64377712,86.978521,87.317860,186,0.000000,-1170.147073,"Decawave DW-8",0.025631,0,80,0x0000,0x0000,0,""
119,64467168,64466980,64728132,87.438938,87.793148,238,-0.000000,-1469.727296,"Decawave DW-8",0.040362,1,45,0x2561,0xDCC8,0,"0064BD1191B4C4575EA97A3A23D8B2B781BC6E22A61ACA075436B00B4B5130AFA420876EAF6A2DAB041EC36125"
120,65673856,65673668,65898514,89.075613,89.380580,143,-0.000000,-3457.137139,"Decawave DW-8",0.032622,1,3,0x2812,0xF59F,0,"D21228"
121,66822272,66824523,67056184,90.636560,90.950770,262,-0.000000,-1658.185866,"Decawave DW-8",0.950263,1,12,0xC7EF,0xC7EF,1,"6188BBF2F00200010000EFC7"
122,67576928,67576525,67859598,91.656528,92.040470,129,0.000000,-2371.620059,"Decawave DW-8",0.038318,1,74,0xD9F0,0xEAAA,0,"449744730739EBDCB8D55A83A94F069EA116E1CDE614BCBCCAA2530996E6E7148AADC642AF00FEF204BD5CAEEEEF4AFF80E06BA96D5616E27CA894B568784A13D385E32696A94A39F0D9"
123,68182848,68185100,68416761,92.481961,92.796171,262,0.000000,-1680.091435,"Decawave DW-8",0.950953,1,12,0x6945,0x6945,1,"6188C1F2F002000100004569"
124,68522304,68524556,68756217,92.942377,93.256588,262,0.000000,-1680.727984,"Decawave DW-8",0.951704,1,12,0xE395,0xE395,1,"6188C2F2F0020001000095E3"
125,68714624,68714187,69017696,93.199581,93.611241,126,0.000000,239.630328,"Decawave DW-8",0.039378,1,95,0x2DB9,0x7515,0,"4AA36E761F2B949B5DE91DFA833235D29F4FD7210A661154203B9DBC3661FD5B6D221B55D59453DA3C664C8DF7AB29BCD65C68C2185B2360921272C37FE12668702551F425D9670108CBE46611826ABB2B1216E64FBA47221150185620B92D"
126,69090816,69093068,69324729,93.713471,94.027681,262,0.000000,-1680.727949,"Decawave DW-8",0.951705,1,12,0xE395,0xE395,1,"6188C2F2F0020001000095E3"
127,69298752,69301004,69532665,93.995502,94.309713,262,0.000000,-1680.091394,"Decawave DW-8",0.950953,1,12,0x6945,0x6945,1,"6188C1F2F002000100004569"
128,69686976,69689228,69920889,94.522065,94.836275,262,0.000000,-1680.727994,"Decawave DW-8",0.951704,1,12,0xE395,0xE395,1,"6188C2F2F0020001000095E3"
129,70172736,70172548,70441260,95.177610,95.542074,200,0.000000,-1953.491250,"Decawave DW-8",0.026124,1,55,0x5AD3,0xB6F8,0,"990AF1DC81C56E4873166231A1F969269411983947AB5CEB91E86DA55CF8E0B832C50CF36988EB94421441C63F0B4354822FF05D6DD35A"
130,71572576,71574828,71806489,97.079574,97.393784,262,0.000000,-1642.181299,"Decawave DW-8",0.951392,1,12,0x74F4,0x74F4,1,"6188C7F2F00200010000F474"
131,72136640,72138892,72370553,97.844634,98.158845,262,0.000000,-1673.477296,"Decawave DW-8",0.950417,1,12,0xCE29,0xCE29,1,"6188CAF2F0020001000029CE"
132,73253984,73253582,73559362,99.356529,99.771270,129,-0.000000,-2405.536857,"Decawave DW-8",0.031619,1,98,0xC718,0x7024,0,"95C35C83B20AD19868F8403A9D09D5434645382408A3804414EDCEBCFD1D1D72199754FC5728557FCA1A2E151EC5DE786635E74858C700B202C6325A58A0462970FD9203CBF5E781F3CF6C49429176BB76F200CE464440D710171B03D9AE217418C7"
133,73642656,73644908,73876569,99.887299,100.201510,262,0.000000,-1673.799372,"Decawave DW-8",0.950594,1,12,0x5948,0x5948,1,"6188CFF2F002000100004859"
134,73888416,73890668,74122329,100.220633,100.534843,262,0.000000,-1673.799334,"Decawave DW-8",0.950595,1,12,0x5948,0x5948,1,"6188CFF2F002000100004859"
135,74391648,74393900,74625561,100.903185,101.217395,262,0.000000,-1673.799371,"Decawave DW-8",0.950594,1,12,0x5948,0x5948,1,"6188CFF2F002000100004859"
136,75004320,75006572,75238233,101.734174,102.048385,262,0.000000,-1688.596423,"Decawave DW-8",0.950730,1,12,0xB382,0xB382,1,"6188D0F2F0020001000082B3"
137,75343776,75346028,75577689,102.194591,102.508801,262,0.000000,-1669.881335,"Decawave DW-8",0.951021,1,12,0x323D,0x323D,1,"6188D1F2F002000100003D32"
138,75539008,75541260,75772921,102.459391,102.773602,262,0.000000,-1666.922554,"Decawave DW-8",0.951188,1,12,0xA55C,0xA55C,1,"6188D4F2F002000100005CA5"
139,76648000,76647812,76898001,103.960248,104.299589,145,0.000000,-3024.129517,"Decawave DW-8",0.034269,0,108,0x0000,0x0000,0,""
140,76987456,76987268,77237456,104.420665,104.760004,197,-0.000000,-1934.433439,"Decawave DW-8",0.029847,0,83,0x0000,0x0000,0,""
141,77278144,77280396,77512057,104.818245,105.132456,262,0.000000,-1690.910315,"Decawave DW-8",0.951235,1,12,0xAE33,0xAE33,1,"6188D6F2F0020001000033AE"
142,78775520,78777772,79009433,106.849192,107.163402,262,0.000000,-1692.518768,"Decawave DW-8",0.951475,1,12,0x9551,0x9551,1,"6188DAF2F002000100005195"
143,80444928,80447179,80678840,109.113470,109.427680,262,-0.000000,-1705.830720,"Decawave DW-8",0.950702,1,12,0x5E0A,0x5E0A,1,"6188E0F2F002000100000A5E"
144,80661120,80663372,80895033,109.406700,109.720911,262,0.000000,-1665.183528,"Decawave DW-8",0.951556,1,12,0x0230,0x0230,1,"6188DFF2F002000100003002"
